"Return","Risk","SharpeRatio","Midcap_Wt","Adani_Wt","US_Nasdaq_Wt","Gold_Wt","Nestle_Wt","HDFC_Wt","LT_Wt"
0.63788272435356,1.15909731040765,0.498562734262857,11.1,9.5,19.4,32,5.7,17.1,5.3
0.451514666551776,0.620866500220251,0.630593962490949,14.4,15.2,21.2,16.6,6.5,19.1,7.1
0.235257570256074,0.218269585712202,0.802940866379612,23,2.8,20.9,4.6,16.5,28.4,3.7
0.289850975081776,0.231363535247812,0.993462408998827,3,20.8,23.8,3.1,14.3,17.8,17.3
0.556168717382651,0.793232779289905,0.625502034632025,6.5,24.1,9.8,21.3,5.6,8.6,24.2
0.441034436340599,0.618504710344893,0.61605745270416,9.4,21.7,6.9,16.2,1,41.8,3
0.332086992954344,0.261128896024738,1.04196432143828,1.2,36.7,13.7,1.5,13.9,9.3,23.6
0.418626968465304,0.483489956437259,0.741746469994857,8,24.3,22.5,12.1,2,24.2,6.9
0.552952582471627,0.839735279966897,0.587033311844489,20.9,15,15.7,23,10.4,2.6,12.4
0.499322986911221,0.697024544091814,0.630283381891,3.5,26.3,8.1,18.4,7.8,28.1,7.7
0.466432504326817,0.725892528038343,0.559907270880943,24.3,4.5,19.9,19.9,14.2,9.9,7.2
0.361504191155765,0.483527599382441,0.623551151042556,17.6,5.2,18.6,12.9,23.2,17.8,4.7
0.414802754089592,0.614309650126797,0.577563373807262,23.5,0.9,16.3,16.7,8.5,10.6,23.5
0.75430522312301,1.31860228748045,0.526546351174373,0.2,26.1,2,36.2,8.1,10.7,16.7
0.326202516762102,0.244698666979473,1.08787890039643,4.4,30.6,36.9,1.5,3.1,4.3,19.2
0.232808821779505,0.182955914357882,0.944538045605192,24.6,6.1,20.5,2.8,6.2,24.9,14.9
0.391820264134401,0.524805123658306,0.632273293792087,0.1,12,10.4,13.8,38.2,13.7,11.8
0.435087274271935,0.59336415920482,0.63213672152797,20.9,9,16.7,16,12.8,6.7,17.9
0.616590225941787,0.957349920982741,0.581386401923378,3.8,20.4,26.4,26.1,4.5,1.9,17
0.368662553504829,0.422456808731436,0.730636948263868,11.9,15.5,7.7,10.7,17.3,18.7,18.2
0.492440420463055,0.649115119934573,0.666199888405993,5.9,22.5,15.3,17.2,21.1,5.7,12.3
0.595625320311888,0.873742029241133,0.613024556890198,6.7,28.2,5.4,23.5,5.4,11.2,19.7
0.53519924025526,0.98252438926017,0.483651342856822,0.1,3.6,19.6,27,6.7,29.9,13.2
0.540353570868987,0.919985963418452,0.522131412836024,23.4,5.1,15.2,25.4,7.7,12.5,10.7
0.586822737305586,1.00545998862872,0.523961911228395,2.3,16.4,11.7,27.5,3.1,29.4,9.6
0.340709795599492,0.347242742684782,0.808396435960399,2.2,20.7,9.3,7.4,3.2,27,30.2
0.351344612302903,0.336587053032551,0.865584726679097,13.8,19.2,17.1,7.9,18.5,13.3,10.1
0.554822756748353,0.91876623826935,0.538573073473439,1.4,14.8,11.6,25.1,22.2,17.3,7.6
0.400178253099759,0.488916662533742,0.695779627016254,5.2,19.7,6.6,12.5,17.2,23.2,15.6
0.675830728924076,1.37542927859752,0.447737109066066,7.9,4.9,4.9,38.1,5.9,37.2,1.2
0.513609252836089,0.82264802692204,0.551401374574835,13.4,10.1,19.8,22.5,10.4,16.1,7.7
0.572837580962601,0.999327634411295,0.51318262730192,3.4,5.1,17.2,27.5,14.5,6.2,26.1
0.506307458047823,0.759240523206312,0.58783408472857,14.9,12.2,7.2,20.7,17.9,4.5,22.7
0.458448829294513,0.645976058966867,0.616816712885252,14.4,14.7,13.3,17.4,16.6,15.5,8.2
0.319840215528766,0.25305459142249,1.0268148626276,6.4,37.1,7.1,2.1,25.7,20.7,0.8
0.268347479604744,0.203229248658617,1.02518451935393,15,23.1,3.8,1.4,16.5,22,18.1
0.498129911755575,0.8113444167665,0.540004839746948,6.4,5.5,18.4,22.2,14.1,11.1,22.3
0.348496591508933,0.323499455937994,0.891799309746693,8.8,32.6,2.8,6.2,14,34.2,1.4
0.619112681720728,0.914003062518265,0.611718608666647,2.1,27.3,11.8,24.7,5.1,2.4,26.6
0.474995777515483,0.550349965676356,0.754057969287726,18.7,30.9,1.9,14.2,24.9,7.4,2
0.472072873315518,0.654353540755748,0.629740419589681,10.4,21.5,12.1,17.4,14.5,23.8,0.3
0.418108091574824,0.640474287548272,0.559129536559004,21.2,3,8.6,17.4,6.9,21,21.9
0.33094855328929,0.276531640855405,0.979810311945338,18.1,22.2,14.2,5.7,14.1,16,9.6
0.274941172352153,0.203893014011202,1.05418605632238,17.9,13.8,22.5,3.4,16.9,13.4,12.1
0.519631153083673,0.72400495950409,0.634845310173703,20.8,24.8,7.8,19.4,7,19.1,1
0.41416546316331,0.56978129846409,0.621581410478027,18.8,7.6,22.1,15.4,26.8,6.9,2.4
0.515602635769113,0.782706492707211,0.582086184302986,9.4,17.2,1.3,21.2,8.1,19.6,23.2
0.37909935574442,0.422582795013576,0.755116771221528,19.3,17.7,10.7,10.7,10.7,19.5,11.4
0.363998804166603,0.319306466130783,0.952059655572683,8.3,24.9,22.4,7,26.5,4.5,6.5
0.240021355931841,0.190907303026807,0.942977838341589,10.7,11.4,26.2,2,9.3,24,16.5
0.754408480494923,1.35592660327675,0.512128369497881,4.6,23.9,5.9,37.3,3.8,18.4,6.1
0.333533001264143,0.380987177296323,0.717958549695217,1.2,15.8,18.6,9.2,26.3,28.4,0.5
0.498749892297473,0.71729212082093,0.611675326637256,4,16,19.7,19.4,21.4,5.6,13.9
0.207700376806369,0.151240239772798,0.976594436958402,22.1,3.6,23.6,1.7,26.3,17.8,5
0.359662244038209,0.332095755936584,0.902336867248105,7.3,23.8,37,7.2,7.3,17,0.4
0.439297444156403,0.564146673695995,0.672338350719049,2,16,22,14.8,17.6,7.6,20
0.51579179594171,0.82225555110796,0.554318904053061,5.6,13,16.2,22.4,23.8,15,3.8
0.514642040180321,0.752262081555217,0.604366551668269,24,15.1,15.9,20.5,8.9,8.1,7.5
0.533305646657036,0.894195680350246,0.529308804613827,13.4,5.7,27.7,24.6,18.9,7.3,2.3
0.520545322804646,0.90141715525709,0.510912533801618,15.2,0.9,28.6,24.8,10.1,11.3,9
0.383987039482975,0.577293775467077,0.56121692845353,23.1,1.5,10.5,15.6,16.1,21.7,11.5
0.255723119483335,0.22492604537657,0.870166543655076,20.9,8.7,13.3,4,0.2,28.5,24.4
0.554761252514407,0.881341999738443,0.561372602986398,0.6,12.6,20.3,24,10,6.3,26.1
0.495150079099737,0.707932997964735,0.614676926136749,8.8,18.9,6.8,19,11.4,16.4,18.7
0.501481440221214,0.729914080033136,0.60484028503899,11.4,17.1,14.6,19.8,28.2,7.5,1.4
0.379265139851849,0.454016531395492,0.703201574776445,26.9,15.7,9.5,11.7,2.8,28.1,5.3
0.485798530401162,0.77604804215663,0.548675477896796,19,7.8,17.3,21.2,12.3,18.1,4.2
0.660202214356957,1.18845571004763,0.505026993671395,24.1,12.6,2.4,32.9,8.9,14.2,4.8
0.28685552683567,0.267133512625743,0.849221517007851,29.9,6.2,3.5,6.4,32.9,6.8,14.3
0.454353124909674,0.722783105630145,0.545603683647066,16.5,6.8,17.5,19.7,15.2,23.1,1.2
0.530651525719308,0.894266868944823,0.526298739295403,9.6,13,3.6,24.5,23.1,24.4,1.8
0.551815198651975,0.815152874534328,0.603341059102483,1.6,22.5,17.7,21.9,4.2,15.3,16.9
0.430407630939983,0.610895667826418,0.606335337518274,10,13.2,13.2,16.4,18.9,22.2,6.2
0.353914059224046,0.387521136537303,0.758446524621382,10.1,14.4,3.1,9.5,18.8,14.4,29.7
0.721221493987881,1.22443860507105,0.540020129428633,11.8,23.4,9.1,33.7,7.9,3.9,10.2
0.401126640840962,0.479034653795261,0.712112658527538,23.2,15.8,21.8,12.5,5.4,18.5,2.8
0.366764781737114,0.374745102824932,0.818595838677106,28.5,12.9,7.7,9.5,17.9,1,22.4
0.454281746528234,0.619782188848044,0.636161789774992,5.1,19.3,15.6,16.4,12.2,22.7,8.6
0.242580655206562,0.180713427925774,1.01033253202166,22.3,18.2,2.1,0.8,14.4,23.9,18.3
0.303463786781373,0.236879229602137,1.0277971065268,18.2,20.8,8.4,4,10.9,17.6,20.1
0.604688397011288,0.93351061634219,0.583483880607123,5.9,26.7,15.3,25.3,4.8,18.9,3.2
0.317932978202414,0.266305717429954,0.968559671537122,0.1,26.2,8.1,3.6,12.8,15.4,33.8
0.435144520216265,0.58879195647392,0.637142739623825,14.4,13.6,12.6,15.7,7.6,17.5,18.7
0.235905168850754,0.153403201430174,1.14668512267537,31.6,7.3,14.7,2,29.3,6.7,8.4
0.338198108478861,0.279235756572935,0.996283971269263,2.6,21.2,26.8,5.2,15.4,2.5,26.4
0.555220090115299,0.854128345679194,0.579795873325695,7.6,18.5,8.2,23.2,8.3,13.1,21.1
0.448586483672096,0.770426724191862,0.504378251000708,7.1,0.6,14.4,21.1,32.8,17.6,6.3
0.454436544470821,0.664337025490254,0.593729582029155,14.8,11,8.8,18,13.2,16.4,17.9
0.423945258966799,0.57409867740285,0.633941991668125,11.7,11,14.4,15.3,17.7,11.6,18.3
0.538259989792362,0.791916931181329,0.603926966277796,11.1,14.3,28,21.5,0.5,2.1,22.5
0.490042786974955,0.831335638355114,0.517291412919384,24.5,1.4,5,22.9,18.1,11.8,16.3
0.386642472905355,0.412589503635387,0.791688760928865,2.8,20.7,3.9,9.4,0.1,12.9,50.2
0.510146750418196,0.880137092482048,0.511450720874347,24.6,0.5,23.3,24.3,6.8,13.7,6.9
0.515020086500629,0.724008653533806,0.628473270698805,15.6,16.3,19.8,19.6,6.6,2.6,19.5
0.529948479621223,0.756825967154425,0.620946558411801,16.8,22.8,7.8,20.4,10.5,14.4,7.2
0.516215010263969,0.710125233871686,0.64244303469774,4.6,20.9,28.9,19,19,2.9,4.7
0.44792324130141,0.626687795983185,0.619005577877599,1.1,17.9,3.6,16.6,21.2,21.6,17.9
0.413154594207197,0.59437744435264,0.594158808620054,21,4.6,19.4,16.1,27.8,7.1,4
0.348927828840159,0.405508568191618,0.712507334009352,7.1,11.9,25.6,10.3,25.9,17.3,1.9
0.686247241301136,1.19467901919731,0.524197069872294,10.1,17.8,13.1,33,22.1,2.6,1.4
0.221481763457602,0.164677345999223,0.980594886793744,11.7,10.9,14,0.2,40.1,3.4,19.7
0.4555682105008,0.696991534172147,0.567536607127714,1.1,10,18.2,18.7,7.8,23.7,20.4
0.398510778439835,0.501087815915027,0.675551804870143,20.6,12.2,25.6,13.2,0.8,20.4,7.2
0.604211005944668,1.03625033067481,0.525173300152555,2,11.8,18,28.5,24.4,4.7,10.6
0.488700103250075,0.65421103890744,0.655293288792592,21.5,20.7,13,17.5,7.3,13.1,6.8
0.281333658533895,0.256079017816523,0.864317820417751,8.1,16.6,16.6,5,21.3,29.9,2.4
0.715643664968405,1.38432208323581,0.473620751202536,0.3,8,16.5,38.3,15.5,12.9,8.4
0.431192836285736,0.567661225753624,0.653898521592597,22,11.1,16.4,15.3,16.1,5.9,13.4
0.460518928692088,0.748886122526038,0.534819536168081,12.6,3,7,20.5,18.4,14.2,24.3
0.624007818568646,1.07584219944404,0.524247718540976,1.6,12.4,28.2,29.6,25.6,2,0.6
0.412083066591234,0.5098540585315,0.690556563588641,16.2,13.7,8.7,13.5,21.3,6.5,20.1
0.493565347081226,0.769614052971589,0.563354249324279,19.8,12.8,1.2,20.9,1.9,25.7,17.6
0.381608871940548,0.475588831130597,0.67623302081338,12.4,11.9,5.7,12.4,24.4,13.7,19.6
0.556327754844483,1.01913727919458,0.487007751533461,13.3,3.4,13.1,28.1,11.7,22.3,8.1
0.432429520385239,0.523140756107167,0.711910735375673,23.2,16.7,15.8,13.8,11.4,7,11.9
0.31162901795085,0.344243023192334,0.730963304985446,14.1,8.2,12.9,8.6,26.8,18.5,11
0.42461857497667,0.644409995702896,0.565817689682108,10.9,10.8,17.3,17.3,8.3,35,0.4
0.464174783676293,0.702254423789549,0.57553896420511,10.9,11.5,4.2,19,11.8,20.9,21.6
0.460706226666067,0.748615980013639,0.535262721293722,16.2,7.5,1,20.5,23.8,22.9,8.1
0.634331645023097,1.0047140940316,0.571636894948378,4,24.4,11.3,27.4,7.8,9.7,15.4
0.367242043160416,0.365904242031214,0.839678822674611,18.1,16.7,13.4,9,17.2,5.7,19.9
0.399799554254076,0.510154892241264,0.666071343080204,19.1,13.9,11.7,13.4,10.8,21.5,9.5
0.439722445943244,0.543937317238545,0.698099641096542,7.5,20.8,16.5,14,2.3,18.4,20.5
0.255254646728971,0.162303103963892,1.2030247232512,29.7,14.9,4.6,1.4,33.2,2.8,13.3
0.404492623995278,0.528685400393503,0.651602302123097,25.5,11.1,12.3,14.1,3.8,20,13.3
0.358545129409399,0.340228674304619,0.877483739486639,5.3,20.7,37.2,7.5,0.7,15.6,13.2
0.472154028961105,0.693097986488023,0.594654777529392,18.4,9.5,11.3,18.9,17.6,5.9,18.6
0.574605577381197,1.02944275257449,0.499887513020264,34.3,1.6,9,28.5,19.6,3.4,3.6
0.606457406395285,1.08849724419143,0.50202920522891,14.7,4.5,4.9,30.1,17.6,3,25.1
0.322827328362056,0.304234935021411,0.863895950488259,21.5,11.7,19.8,7.3,16.3,10.9,12.5
0.511767207621166,0.865543737700908,0.521946133907881,9.2,3.4,18.2,23.7,5.5,14.9,25
0.48403824517475,0.661553114013064,0.640973848044461,0,22.6,17.9,17.4,5.1,21.8,15.2
0.384675041422431,0.335359292743274,0.968140881877925,10,31.5,4.9,6.6,5.1,10.7,31.3
0.540817734435908,0.74023588870379,0.64954664016339,18.7,27.9,6.1,19.8,4.2,15.4,7.9
0.398240984560414,0.419551174356046,0.806197206048983,21.2,23.5,8,10.5,13.5,15.5,8
0.33270280270951,0.344550603018491,0.791473880238355,14.8,12.5,14.6,8.4,17.8,15.9,15.9
0.499127323937573,0.704080029581386,0.623689503306405,5.1,20.9,6.1,18.9,20.3,13,15.7
0.624278007078792,1.02269847381572,0.551754032616725,12.1,18.3,20.7,28,2.1,11.3,7.6
0.599808472006566,0.843400682483539,0.640037983390062,22.4,32,7.6,22.7,0,11.4,3.9
0.641772320424316,1.16148265750585,0.500887651369335,24.5,4.6,28.2,32.2,0.4,5.4,4.8
0.461546733077093,0.746394602411892,0.537981828619257,20.8,2.5,10.5,20.5,20.7,11.2,13.8
0.32397423352172,0.263173028798097,1.00304440286788,14.7,24.5,11,4.4,3,19.3,23.1
0.327692030835038,0.4296935302129,0.62298361974965,14.3,2.5,2.2,11.1,17.8,20.8,31.2
0.620045146338995,1.19327233876636,0.469335564183099,24.6,0.1,16.9,33.1,8.2,16.4,0.7
0.472583242591369,0.726860483385177,0.567623707743557,14.6,9.5,22.4,19.8,8.3,19.5,6
0.410949325111054,0.493544859719343,0.711078878038814,9.3,20.8,23.4,12.6,9.1,23.4,1.4
0.291459234266305,0.230265434717248,1.00518444963536,15.9,16.6,25.8,3.9,3.5,19,15.3
0.514109282648623,0.962235460241796,0.47193156084116,23,0.9,5,26.5,8.6,33.7,2.2
0.262090765973668,0.180527155273199,1.11944801693593,23.4,17.5,10.2,2,19.2,16.6,11.3
0.303231189949179,0.268687839460595,0.905255669320498,17.6,13,14.4,5.9,17.4,14.8,16.8
0.521228567515354,0.799297745419758,0.577042247595902,4.5,17.3,9.2,21.7,21.2,15.2,10.8
0.328839738253019,0.284078669481597,0.946356650936214,23,20,12.7,6.1,5.4,19.6,13.3
0.199246759770629,0.152488654888727,0.913161440582177,27.5,4.5,16.7,0.4,7.1,22.3,21.5
0.336329079901509,0.452594886505506,0.610543972414384,14.2,2.8,1.3,11.7,12.1,23.5,34.3
0.643981756184108,1.05861310850886,0.551647954753452,34.4,16.9,7.4,29.2,9.8,0,2.3
0.554278400303133,0.964658784467922,0.512386771635281,16.3,0.3,23.2,26.6,8.4,2.1,23.2
0.332536324552139,0.311656256005987,0.874477310498472,12.4,17.6,18.6,7,12.2,17.6,14.4
0.508821229749372,0.820618056931411,0.546930726125717,21.2,9.6,14.5,22.5,16.4,15.7,0.1
0.345242075485484,0.292155113339289,0.97633778243759,17,20.9,8.6,6.3,22.1,3.9,21.2
0.482948180067786,0.801764878982481,0.527521460661321,11,4.7,2.7,22,19.3,15.6,24.7
0.52054135080099,0.772480060348233,0.596185422046206,5.3,15.1,14.7,20.9,14.1,5.5,24.4
0.361122451403541,0.303248496778392,0.992989098388164,30.2,21.8,16.4,6.8,5.6,6.8,12.3
0.339669653791837,0.396531724506775,0.705289480027615,15.2,9.4,19.2,10.2,17.8,20.3,7.9
0.372514709712611,0.455310340531033,0.686377360435352,5.2,11.4,23.2,11.7,17.5,16.2,14.6
0.477466142915394,0.632621259017227,0.659899010608536,1.1,24.1,5.3,16.6,18.4,15.9,18.5
0.362369715908974,0.285281872994825,1.05989810265463,21.7,31.6,7.1,5.1,5.2,13.2,16.2
0.475715576175436,0.588127303720999,0.706846244929051,15.2,22,16,15.5,10.7,4.3,16.3
0.266008699513494,0.194462278558322,1.05937614760442,12.9,20.1,17.9,1.3,13.9,16.4,17.5
0.437136823354151,0.553145735120049,0.681803726231932,6.5,17.5,19.5,14.5,18.5,9.8,13.6
0.322800306976615,0.311288492592648,0.844233928430228,14,16.6,12,7.1,15.6,21.7,12.9
0.324818462854414,0.379425931624912,0.697945081719415,14.9,5.2,21.9,9.8,27.6,12.6,8.1
0.495810661215065,0.875555795646137,0.49775315677449,12,2.9,9.8,24.1,22,22,7.2
0.433219795567529,0.580706506610916,0.642699524318561,10.4,14.5,16.6,15.5,15.5,15.5,12.1
0.360474434924688,0.471515134540391,0.637253001894786,18,4.2,19.4,12.5,15.9,15.5,14.4
0.378113580025789,0.571576066706379,0.556555108856937,6.3,2.4,26.5,15.4,23.3,23.1,2.9
0.461912485283772,0.694588728491581,0.578633756635519,15.8,12.1,11.8,18.9,20.5,19.2,1.7
0.341359388845112,0.323486118683221,0.869772681407197,19.4,16.4,14.7,7.5,6.1,15.2,20.6
0.371989918114129,0.400293170470404,0.779403550021835,1.3,18.8,13.7,9.8,28.7,10.2,17.4
0.363126679822977,0.523266653302148,0.579296765635748,13.4,0.1,22.8,14.1,23.4,15.3,10.8
0.500736984651778,0.647498087310972,0.680676890463318,3.7,24.5,7.4,17.1,22.9,1.7,22.7
0.262247748119432,0.194571500931307,1.03945206338741,20,17.6,6.5,2.6,21.8,22.1,9.3
0.315043919955005,0.33268048859308,0.766633237295028,19.6,6.4,17.3,8.3,19.9,11.8,16.6
0.274877666778259,0.340793293224711,0.630521993977662,1.8,6.6,6.5,7.9,17.2,40.7,19.2
0.528011191887802,0.794095212438358,0.589364076948306,5,23.7,3.1,21.4,18.3,24.4,4.1
0.416241758459268,0.533728292638297,0.667459011210203,0.3,17,13.4,13.9,29.1,13.4,12.9
0.445636442861634,0.664086000332194,0.580702563626891,21.2,11.1,6.1,18,22.1,20,1.4
0.417763330502081,0.53584720965106,0.667659220872036,6.5,15.8,19.9,14.1,19.5,15.4,8.8
0.452179873293006,0.656859559659893,0.5970528517482,20.8,7.3,18,17.9,11,8.7,16.2
0.407249601186555,0.514418726234431,0.675032971152582,13.3,15.7,15,13.5,13.7,19.6,9.2
0.354224124068772,0.445274871895379,0.660769656316699,4.9,2.2,25.3,11.5,21.1,2.9,32.1
0.353031715756689,0.335472854266395,0.87348860579937,16.1,13.5,23.8,8.1,13.5,0.8,24.3
0.280570041156448,0.301843963230542,0.73074193300325,31.9,5.3,2.1,7.3,5.6,30.8,17.1
0.223765736498888,0.176274222981251,0.929039616395337,9.6,8.9,25.1,2,25.1,22.4,6.9
0.437392429137227,0.583393884640665,0.646891301182696,23.6,15.2,18.5,15.6,3.4,20.9,2.7
0.447438131856903,0.454427482273635,0.852585169185711,11.6,30.6,16.1,11.1,14.3,1.8,14.6
0.311754742879407,0.232881961414271,1.08104011727883,24.9,20.8,6.7,4.1,12.9,11.5,19.1
0.564699970634183,0.850575446062193,0.593362967354315,2.7,23.3,11.8,23,7.6,16,15.7
0.662381749546623,1.09493708372929,0.550151929730016,5,21.4,19,30.1,21.5,1.3,1.7
0.623520954422152,1.2296379757258,0.458282002952561,9.3,0.9,4.1,34.1,20,20,11.6
0.433781297404821,0.513774951549915,0.727519502998789,22.3,22,13.3,13.4,7,16.7,5.4
0.444581215046116,0.493963258050063,0.778562390579948,6,28,7,12.3,18.4,8.1,20
0.309657634275072,0.261759031976955,0.953768939277906,0.7,30,15.4,2.2,0.3,23.5,27.9
0.310607558698951,0.269724835379949,0.929123038840422,19.2,17.2,9.7,5.8,18.1,18,11.9
0.427283173057522,0.578593719141308,0.634785966226194,13.1,12.3,2.2,15.4,21.3,11.1,24.5
0.367795833696949,0.404801099302021,0.760363136927411,18.3,18.3,10.2,10.2,19.3,20.7,3
0.477936141706436,0.544458307698941,0.767618265341145,24.8,25.4,27.7,14.1,1.5,2,4.5
0.593498318288134,1.12848411497995,0.47275660437419,2,0.7,15.9,31.2,9.6,18.5,22.1
0.205114749015941,0.156559430865826,0.926898802668148,23.8,10.9,1.2,0.8,32.7,26,4.5
0.592856582055007,0.922721751070622,0.577483495362215,2.8,20.1,22.9,25.2,21.4,2.4,5.3
0.45042674690827,0.596482752696238,0.654548258341842,6.7,16.6,19.1,15.7,4.5,15.6,21.8
0.455710429396182,0.65224184986429,0.606692792678845,10.3,8.9,21.1,17.7,20,3.9,18.2
0.251418977610798,0.176128007884768,1.08681736601503,27.1,16.8,13.3,1,4.5,20.2,17
0.592417107550202,1.06803953014339,0.498499439883768,21.9,1.9,1.4,29.6,10.9,4.4,29.9
0.509630637153863,0.873935839932708,0.514489298423193,13.5,5.7,3.5,23.9,2.5,25.4,25.4
0.264414150265214,0.256817034027693,0.795952461016165,13.1,4,22.6,5.7,15.5,20.3,18.7
0.347547612966834,0.346599782414112,0.829624332029374,14.9,14.3,22.4,8.5,26.2,6.2,7.5
0.413978432585151,0.454731756960427,0.778433498797745,21.5,21.9,23.1,11.5,0,16.7,5.3
0.418015446509972,0.52176691433153,0.686159732777709,15.3,23.6,5.4,13.4,4.4,34.2,3.8
0.367704705226475,0.515861457255465,0.596487101136717,15,4.7,13.8,13.8,25.3,19.9,7.5
0.263151988520369,0.217002254060902,0.936174554497273,6.1,11,27.9,3.2,10,16.9,24.9
0.411244283091954,0.547402589099441,0.641656232700331,2.8,15,6.3,14.3,18.1,20.9,22.5
0.384541977178217,0.41136186234399,0.788945225327738,6.6,25.7,13.2,9.7,4.2,28.4,12.2
0.245547136844334,0.227859111219834,0.814306418782269,9.8,6.5,21.7,4.6,26.4,25.2,5.8
0.359966947418395,0.295889808962789,1.01377924596287,11.8,31.5,17.2,5.3,7.7,16.6,9.9
0.428123318221123,0.645074593887874,0.570667829285352,14.3,6.2,20.9,17.5,16.5,18.6,6
0.189789592420204,0.14348612716604,0.90454453669945,24.8,0.6,21.4,1.3,22.8,21.1,8
0.223786512216762,0.145944932773933,1.12224870780862,26.2,9.1,17.6,0.3,23.2,6.3,17.3
0.618473013060523,0.917616705511906,0.608612517302603,20.4,31,1.3,24.8,3.9,14.5,4.1
0.4297785448522,0.601773328945305,0.61448144519846,21.8,6.6,12.9,16.2,5.7,9.8,27
0.670968762065847,1.06621125949958,0.573027865371262,1.4,29.4,22.7,29,4.9,12.4,0.2
0.474488395272244,0.60922442941071,0.680354193401551,7.7,22.9,1.7,16,14.6,10.3,26.7
0.418674652211206,0.479297857682524,0.74833351842099,22.5,23.2,0.2,12.2,5.6,20.1,16.3
0.397601593486201,0.410241993124313,0.822932803429268,4.1,25.9,18.4,9.9,25.4,11,5.4
0.429064768671932,0.538294353406692,0.685618874387665,6.8,20.9,2.1,14,26.3,15,14.9
0.480724333132964,0.716117380500637,0.587507501687553,18.2,8.1,25.9,19.5,4.3,8.6,15.5
0.31335324240354,0.245788337420589,1.03077812829665,4.4,23.5,14.4,3.6,18.9,9,26.2
0.254384961005928,0.240690193137559,0.807614795069081,27.6,5.4,4,5.5,28.1,22.9,6.5
0.335192252680186,0.315054645083636,0.873474671694279,26.4,10.2,19.4,7.7,12.3,2.9,21.2
0.26468944359637,0.197563080316556,1.03607133108268,14.6,19.4,12.1,2.3,22.2,21.8,7.6
0.383973258680601,0.504342072013999,0.642368100259557,13,10.6,11.7,13.2,10.5,23.5,17.6
0.459894132732165,0.671201326949681,0.595788650403166,18.9,13.9,10.1,18.2,16.3,20.3,2.3
0.307097275029338,0.33517299774736,0.737223095804364,20.1,1.5,27.6,8.5,14.5,9.5,18.3
0.386416842693089,0.521209332112149,0.62626822388294,16.3,9.1,10.3,13.9,25.5,17.5,7.6
0.334392614021296,0.337918619435334,0.812007975410793,15.6,14.8,26.5,8,1.2,23.7,10.1
0.575631242871459,0.789290870721816,0.653284184574323,17.3,29.5,6.7,21.2,17,1,7.3
0.43584544584031,0.565520105519401,0.664601385825381,25,13.8,3.6,15.2,31.1,1,10.3
0.270896569253917,0.202838611082063,1.03972595813424,14.7,25.2,20.8,0.7,9.5,22,7.1
0.592865578155522,0.904936553175149,0.588843025829664,7.1,19.5,28.8,24.6,6.3,2.6,11
0.400894472778958,0.550790923501385,0.618918101648966,14,5.7,20.5,14.8,24.8,7.3,12.9
0.348261161721792,0.392910993023484,0.733655119963933,17.1,12.8,8.7,10,18.5,19.7,13.2
0.565831717180415,0.863524440803534,0.58577579658281,10.3,18.3,17.5,23.5,7.5,8,14.8
0.519421615729433,0.825849222289633,0.556302050458685,14.1,12.6,8,22.5,8.8,18.8,15
0.328092944822209,0.296229980089295,0.905016246976068,1.1,24.5,6.9,5.1,6.1,21.3,35
0.484104531718168,0.714704768142677,0.593398212272042,0.9,11.9,25.2,19.3,10.6,10.7,21.5
0.413139962088377,0.467686378600251,0.755078570270311,36.2,15.2,2.8,12.2,2.9,4.8,25.9
0.38460120833282,0.536153034012537,0.605426413245345,3,13.2,17.3,14,14.3,35.9,2.3
0.301030846000966,0.264089307663176,0.912686879047678,15.9,9.4,15.5,5.9,25.8,2.8,24.8
0.368053515952992,0.483850997610904,0.63667020937036,14.5,7.6,4.9,12.7,17.7,19.1,23.4
0.624376607899577,1.25926854672472,0.448178118454149,0.2,3.2,8.4,34.8,9.8,37.7,6
0.426877439835296,0.588663174623108,0.623238306133537,17.3,12.4,3.4,15.8,19.1,16.3,15.7
0.307153599071797,0.226524324225407,1.09106869611875,16.9,21.5,8.1,3.8,30.2,5.5,14
0.286248402896261,0.222812165111993,1.01542212824215,11.6,19.6,2.1,3,20.3,13.4,29.9
0.55920568424629,0.935020397563109,0.53389817542734,17.6,5.7,24.1,25.8,7.6,3.8,15.5
0.476167090095903,0.725088958219804,0.573953147924984,11.5,9.9,10.1,19.6,2.9,18.2,27.8
0.786967458214061,1.56604169627315,0.464206962013906,9.4,5.2,2.9,43.5,19.8,0.3,18.8
0.484429754855007,0.854018235208159,0.496979733402948,9.9,1.7,0.3,23.4,18.3,22.2,24.2
0.449205430166919,0.682103738000106,0.57059565647309,8.3,4.6,19.1,18.5,18.6,7.5,23.5
0.461559622657678,0.591360457142541,0.67904375040228,21.4,17.1,18.4,15.8,6.6,7.5,13.1
0.30778319447471,0.286977421267141,0.8634240052079,1.1,14.5,22.2,6.1,25.7,13.7,16.7
0.509570176300743,0.883093198203356,0.509085764917439,19.2,5.4,9.5,24.3,9.4,25.5,6.6
0.532846313789977,0.918259997324594,0.514937289185681,6.8,10.1,11.7,25.2,12.7,27,6.6
0.49878458945779,0.822086738216394,0.533744882455811,23.1,5.5,7.6,22.6,21.8,11.3,8.1
0.393936406132821,0.533102028557408,0.626402430012251,21.9,4.7,23.2,14.3,13.8,10.5,11.5
0.524605814733406,0.747575287482897,0.621483645209494,30.5,15.6,20.6,20.3,1.5,3.6,7.8
